task,date,start_time,end_time,id,duration,notes,tags,calibration_success,calibration_time,calibration_params,whisper_start,whisper_end,calib_time,reading,medium,material,mode,age,split,device
6,10-03,1727973809,1727974106,1021514859715427,296.5042338500007,8,"[('Ask the moderator for the quiz.  What is your answer to the quiz?', ['C']), ('What device did you use?', ['Phone']), ('What type of reading material did you read?', ['Wikipedia'])]",False,12982082739,"[0.98721155815245, 0.97090496536183, 0.9180030981902, 0.056101820950712, 0.059392986981416, 0.10969980168879]",58.599,295.112,50.65573899999981,True,Digital,Wikipedia,Scanning,25-30,test,Phone
6,10-03,1727987586,1727987881,457095620686748,295.0604056500015,4  Note: Replace for PT1 (09/30),"[('Ask the moderator for the quiz.  What is your answer to the quiz?', ['B']), ('What device did you use?', ['Tablet']), ('What type of reading material did you read?', ['News'])]",True,243141846522,"[0.96395064880129, 1.0117774870789, 1.0003998999961, 0.071869532405647, -0.01809638632281, -0.0020140896526737]",75.385,293.979,68.46252200001618,True,Digital,News,Scanning,31-35,test,Tablet
7,09-12,1726161282,1726161461,546647677737765,178.88326562500015,Nutrition information on a takis bag,"[('What object did you read from? (choose the closest)', ['Snacks'])]",True,2553977012,"[0.98767342040974, 1.0033443298125, 1.0017681947345, 0.028136124651054, 0.058693276428935, 0.030689376407795]",58.441,177.268,53.581011999999646,True,Digital,Snacks,Engaged reading,31-35,train,
7,09-12,1726174576,1726174755,369402689572388,178.78821108800005,Marion Perrier drink can,"[('What object did you read from? (choose the closest)', ['Drinking Can/Bottle'])]",True,14039949280,"[0.98654807188588, 1.0524615918853, 1.0846877697417, 0.074483116868894, -0.039957518083702, 0.046967454064319]",64.034,154.691,57.46628000000055,True,Digital,Drinking Can/Bottle,Engaged reading,31-35,train,
7,09-13,1726248245,1726248398,812328567638802,152.3646159380005,Reading the nutrition label of small pack of chips,"[('What object did you read from? (choose the closest)', ['Snacks'])]",True,22106503723,"[0.99534903051677, 0.98474536517972, 1.0802870949211, 0.002925901336864, 0.047350270685358, 0.05826863481537]",75.501,147.365,70.099723000003,True,Digital,Snacks,Engaged reading,46-50,train,
7,09-13,1726263957,1726264102,900648945262355,144.96666382499825,Nutrition facts on ginger ale ,"[('What object did you read from? (choose the closest)', ['Drinking Can/Bottle'])]",True,30750901313,"[0.99967407769422, 1.0377604123897, 1.0377867051092, -0.0015169343577975, 0.0338707956978, -0.042007349822795]",74.208,142.842,69.43731299999854,True,Digital,Drinking Can/Bottle,Engaged reading,25-30,train,
7,09-16,1726506759,1726506941,1276645503500933,181.1316738370001,Mango dried snacks ,"[('What object did you read from? (choose the closest)', ['Snacks'])]",True,2772759264,"[0.99697383851216, 0.9467230964299, 0.86419549287898, -0.0082614812344312, 0.047240864238686, -0.026337425478013]",81.821,178.693,55.33226399999967,True,Digital,Snacks,Engaged reading,31-35,train,
7,09-16,1726519379,1726519552,898729375444141,172.7437687630004,"I read the ingredients in a daily supplement pill. I read how often it should be taken, potential health benefits, and potential risks. ","[('What object did you read from? (choose the closest)', ['Dietary supplements'])]",True,2317358846,"[0.97414840077159, 1.0110348821124, 0.99885930711902, 0.059707429313259, -0.04932883375645, 0.017829352412765]",64.224,171.012,58.82984600000009,True,Digital,Dietary supplements,Engaged reading,31-35,train,
7,09-16,1726526984,1726527176,3916355935266607,191.13701227599995,Magnesium malate which is a dietary supplement for mus les and energy production ,"[('What object did you read from? (choose the closest)', ['Dietary supplements'])]",False,8809754543,"[1.1107126789532, 1.0352517364038, 1.1170689898846, -0.13195451042204, 0.15047721417431, 0.025717245877663]",64.03,189.411,56.23254299999826,True,Digital,Dietary supplements,Engaged reading,46-50,train,
7,09-17,1726593417,1726593604,1900749267074501,185.7875669629998,"Read about nutritional ingredients in the chews , low in sugar and high in calcium","[('What object did you read from? (choose the closest)', ['Dietary supplements'])]",False,2448931742,"[1.029017273608, 0.96943996610058, 0.99983319476139, -0.11389039124666, 0.15710461997476, 0.0023226212531182]",60.997,183.765,54.51174200000014,True,Digital,Dietary supplements,Engaged reading,46-50,train,
7,09-17,1726614975,1726615130,538453082199479,155.05492371200037,It is a nutrition label for coconut water ,"[('What object did you read from? (choose the closest)', ['Drinking Can/Bottle'])]",True,5236787583,"[1.0017558635517, 1.0026198280946, 0.99405477581334, -0.062268731933728, 0.057122654431518, 0.026073785827059]",78.591,153.026,72.34458300000006,True,Digital,Drinking Can/Bottle,Engaged reading,25-30,train,
7,09-18,1726680015,1726680190,1234350327597626,174.20119482500013,Soft chew packaging nutrition facts,"[('What object did you read from? (choose the closest)', ['Dietary supplements'])]",True,2297271136,"[1.0074273510955, 0.99362164260713, 1.000112509786, -0.057898453050587, 0.071382660164219, 0.037432598235454]",60.232,171.888,53.83313599999974,True,Digital,Dietary supplements,Engaged reading,25-30,train,
7,09-18,1726693620,1726693815,1070390571362355,194.7669279389993,How the shampoo infused with healthy hair vitamins can help you achieve the hair you want,"[('What object did you read from? (choose the closest)', ['Self-care product (non-edible)'])]",False,8825621190,[],100.975,193.186,94.20718999999916,True,Digital,Self-care product (non-edible),Engaged reading,18-24,train,
7,09-18,1726702047,1726702204,1232981484719084,156.19583561200034,Read ad for oxi shampoo and ingredients ,"[('What object did you read from? (choose the closest)', ['Self-care product (non-edible)'])]",True,3986227363,"[0.97309620794802, 1.0284293244258, 0.98742452415354, -0.066410964989551, 0.082987183032821, 0.022601694419092]",86.009,154.708,80.82836300000008,True,Digital,Self-care product (non-edible),Engaged reading,41-45,train,
7,09-19,1726779051,1726779208,1304377327196227,156.37072568700023,Drink can label description and nutrition label,"[('What object did you read from? (choose the closest)', ['Drinking Can/Bottle'])]",False,8009098834,"[0.87814575638044, 1.1200984488644, 1.0095630947577, 0.081573411330626, -0.12976321547809, -0.013806980480532]",83.164,153.922,78.65783400000055,True,Digital,Drinking Can/Bottle,Engaged reading,25-30,train,
7,09-19,1726786725,1726786889,787681113341612,164.1682844750003,Supplement facts,"[('What object did you read from? (choose the closest)', ['Self-care product (non-edible)'])]",True,6088873077,"[1.0087252138869, 0.94641696270573, 1.0017063818636, -0.020652177481319, -0.0061887272055247, 0.046978382309331]",60.621,162.58,56.433077000000594,True,Digital,Self-care product (non-edible),Engaged reading,31-35,train,
7,09-20,1726851620,1726851783,1075178150780892,163.30809939899996,Gluten pizza  nutrition facts and cooking instructions ,"[('What object did you read from? (choose the closest)', ['Frozen Food'])]",True,1966623465,"[1.0025158385736, 0.99939903139929, 1.0255331701771, -0.0016838624799224, 0.0083199314991544, -0.052244113980743]",56.358,161.954,53.21846499999992,True,Digital,Frozen Food,Engaged reading,41-45,train,
7,09-20,1726866851,1726866956,1559355424946843,104.14820968799997,Read nutritional facts on can,"[('What object did you read from? (choose the closest)', ['Drinking Can/Bottle'])]",True,4957022940,"[0.99512263585639, 1.0028301179326, 0.99172395796479, -0.048404331358292, 0.07820999253669, -0.015892099133658]",55.257,103.417,50.58194000000003,True,Digital,Drinking Can/Bottle,Engaged reading,31-35,train,
7,09-20,1726871784,1726871942,1032793965208823,157.60965153799998,About the nutrition of pizza ,"[('What object did you read from? (choose the closest)', ['Frozen Food'])]",True,1567763039,"[0.9990057792259, 0.99359638819883, 1.0041195000997, 0.029208501216654, -0.023320679863757, -0.048225474960754]",67.49,155.56,63.28303899999992,True,Digital,Frozen Food,Engaged reading,18-24,train,
7,09-23,1727110763,1727110929,3796810553924928,164.72353267400467,Ingredients and nutritional info of bagged salad,"[('What object did you read from? (choose the closest)', ['Fresh Produce'])]",True,66173029732,"[0.92009490724933, 0.94052701755234, 0.98609522537035, -0.014399819941356, 0.082429920918698, -0.049801393542196]",65.981,163.302,61.61573199999111,True,Digital,Fresh Produce,Engaged reading,41-45,train,
7,09-23,1727122718,1727122897,2759043617610233,177.9354377999989,Brussels sprouts nutrition information and cooking instructions. ,"[('What object did you read from? (choose the closest)', ['Fresh Produce'])]",True,19939017203,"[0.8893634536239, 1.0203104077518, 0.98494827970044, -0.074407064524093, 0.066265256967859, 0.062026312232692]",67.959,176.284,61.595203000000765,True,Digital,Fresh Produce,Engaged reading,36-40,train,
7,09-23,1727133563,1727133688,981945100609037,124.53993207500024,Apple chicken sausage nutrition facts label,"[('What object did you read from? (choose the closest)', ['Fresh Produce'])]",True,26730888204,"[0.98519340990381, 1.0367843134999, 0.94595531356777, 0.023349528887375, 0.034272439573479, -0.027397220801801]",70.48,122.659,66.52020400000038,True,Digital,Fresh Produce,Engaged reading,25-30,train,
7,09-24,1727201415,1727201582,411755791617733,166.2092765999987,"Ingredients for Romain salad, dressing and croutons with nutritional info as well.","[('What object did you read from? (choose the closest)', ['Fresh Produce'])]",True,82974078139,"[0.91680608109038, 0.94925735725146, 0.96280278255201, 0.026418422249342, 0.031283044633438, 0.033046401196808]",69.018,164.645,63.7021390000009,True,Digital,Fresh Produce,Engaged reading,41-45,train,
7,09-24,1727210338,1727210507,435005855733435,169.00607784999966,It was about what nutrients apple brings and where it was produced,"[('What object did you read from? (choose the closest)', ['Fresh Produce'])]",True,3848811445,"[0.89486130249302, 0.93306307311499, 0.85996530340989, -0.048507799805203, 0.05840352607523, -0.024153557625501]",60.505,168.373,55.41644499999984,True,Digital,Fresh Produce,Engaged reading,18-24,train,
7,09-25,1727286120,1727286229,934826315144081,108.81469447500012,The nutrition facts of some form of bread or toast. Yum.,"[('What object did you read from? (choose the closest)', ['Frozen Food'])]",True,1273942633,"[0.94382289362742, 0.8921174482463, 0.86441538655444, 0.010196837552277, 0.028479153879306, 0.0020332902742973]",62.177,108.326,59.48663299999998,True,Digital,Frozen Food,Engaged reading,36-40,train,
7,09-25,1727304921,1727305091,1045240223644568,170.03843089999282,Read information label of a shampoo product ,"[('What object did you read from? (choose the closest)', ['Self-care product (non-edible)'])]",True,101545355893,"[1.0122266866787, 0.98657894949755, 0.85171827573077, -0.026496698806151, 0.074668482363824, -0.008217511466221]",54.652,168.543,49.92589300000691,True,Digital,Self-care product (non-edible),Engaged reading,36-40,train,
7,09-26,1727376861,1727376996,1202281197660888,134.43880693800747,"Per serving, a fish has 30 grams of protein and 190 MG of sodium","[('What object did you read from? (choose the closest)', ['Frozen Food'])]",False,114240171180,"[0.94459207107083, 0.95799898683536, 0.97282826664895, -0.14338978483393, 0.15968385438958, 0.079443180106766]",50.321,133.766,48.74618000000192,True,Digital,Frozen Food,Engaged reading,18-24,val,
7,09-26,1727383399,1727383599,1064203401783648,199.84235068800265,Bandaid box features and legal fine print.,"[('What object did you read from? (choose the closest)', ['Self-care product (non-edible)'])]",False,21046936646,[],64.775,198.556,59.49864600000001,True,Digital,Self-care product (non-edible),Engaged reading,36-40,val,
7,09-26,1727391627,1727391745,500751056158714,118.1373455869998,Nutritional facts of a supplement ,"[('What object did you read from? (choose the closest)', ['Dietary supplements'])]",True,13319745011,"[0.95955180178884, 0.92551326402813, 1.0032465937659, -0.027377037275335, -0.029504676361687, -0.016180903609099]",60.19,116.659,54.32801100000143,True,Digital,Dietary supplements,Engaged reading,41-45,val,
7,09-27,1727456649,1727456802,1086059849617087,152.7568184119882,Maison Perriere France-a sparkling water with electrolytes-4% calcium,"[('What object did you read from? (choose the closest)', ['Drinking Can/Bottle'])]",True,134058449567,"[0.97827494184292, 0.96737803356372, 1.007037233559, 0.01081294978773, 0.046485345531814, -0.00072583723531525]",74.802,151.278,66.02156699998886,True,Digital,Drinking Can/Bottle,Engaged reading,36-40,val,
7,09-27,1727468652,1727468830,2182747318765240,177.36324717499883,Read nutritional facts on snack,"[('What object did you read from? (choose the closest)', ['Snacks'])]",True,23210441508,"[0.9985542518485, 0.98234450428059, 1.0063542174895, 0.0059787250033735, 0.054556419385999, 0.062935651237744]",79.431,175.949,71.93550799999866,True,Digital,Snacks,Engaged reading,36-40,val,
7,09-27,1727476098,1727476280,893884342679676,181.28937025001505,Ingredients of a beans dip sauce ,"[('What object did you read from? (choose the closest)', ['Fresh Produce'])]",True,142839767922,"[1.016532444098, 0.99961158547002, 0.96397536055673, -0.049959782085683, 0.059930701983653, -0.0093425438508026]",75.073,179.27,64.33292200000142,True,Digital,Fresh Produce,Engaged reading,36-40,val,
7,09-30,1727717398,1727717607,1524522954864494,208.10711761200216,"Forzen ,pre cooked Corn dog ingredients and nutrition information ","[('What object did you read from? (choose the closest)', ['Frozen Food'])]",False,58021571120,"[0.98351844348213, 1.0242900680313, 1.028975220156, -0.042781374130838, 0.13076959124897, 0.079078609154454]",73.558,206.545,66.16012000000046,True,Digital,Frozen Food,Engaged reading,46-50,val,
7,09-30,1727726484,1727726669,756641533254172,183.900209962,Reading the back of a dial soap dispenser.,"[('What object did you read from? (choose the closest)', ['Self-care product (non-edible)'])]",True,1850553481,"[0.96401916881385, 0.96183003967428, 1.0587097695603, -0.023327062653046, 0.054224803516364, 0.045941665168563]",83.235,182.557,78.14548100000002,True,Digital,Self-care product (non-edible),Engaged reading,25-30,val,
7,09-30,1727733893,1727734072,455371470850028,178.48685812499025,Reading nutrition label of vitamins. ,"[('What object did you read from? (choose the closest)', ['Dietary supplements'])]",True,171551205925,"[1.047443738066, 1.0076767400692, 0.99898323317765, 0.035990905736587, 0.037110304152958, -0.057573358463447]",64.086,177.035,58.805924999993294,True,Digital,Dietary supplements,Engaged reading,31-35,test,
7,10-01,1727803879,1727804012,877158451270386,132.83933762499873,Nutrition facts of a Red Bull drink can. 5% sodium,"[('What object did you read from? (choose the closest)', ['Drinking Can/Bottle'])]",False,18689115999,"[0.99911738999915, 1.012798212768, 0.97395260653212, -0.05214475760531, 0.11960729806423, 0.11444415603519]",83.284,131.671,78.577999000001,True,Digital,Drinking Can/Bottle,Engaged reading,36-40,test,
7,10-01,1727815317,1727815496,873510251125172,178.46909356200194,Puffs and how great they are referred to the text that was displayed everywhere. Non GMO and on the healthier side.,"[('What object did you read from? (choose the closest)', ['Snacks'])]",True,23805199274,"[1.018353249057, 0.9584422197161, 1.0257882425947, 0.020789372179853, 0.041979967803303, 0.050585524192926]",68.508,177.168,63.81027399999948,True,Digital,Snacks,Engaged reading,25-30,test,
7,10-01,1727821678,1727821879,920694739914294,200.8671130120001,Nutrition label for corn dogs,"[('What object did you read from? (choose the closest)', ['Frozen Food'])]",True,2726450286,"[0.99202482321408, 0.99200224376388, 0.98604240242922, -0.041865467036323, 0.043047779811246, -0.013004459807639]",77.641,198.896,72.98528599999963,True,Digital,Frozen Food,Engaged reading,36-40,test,
7,10-02,1727888382,1727888561,1097952208341436,178.45034587502596,Ingredients to shampoo.,"[('What object did you read from? (choose the closest)', ['Self-care product (non-edible)'])]",True,204749287243,"[0.99383789770669, 0.96841188254567, 1.0068452974807, -0.0011496569260598, 0.08457095278187, 0.050416191103831]",61.904,176.892,56.88524299999699,True,Digital,Self-care product (non-edible),Engaged reading,31-35,test,
7,10-02,1727900850,1727901027,467746156305544,176.47204340000008,About butter ,"[('What object did you read from? (choose the closest)', ['Frozen Food'])]",True,7577889006,"[0.99854800201653, 1.0018433916933, 0.99428366794511, 0.0081496058736723, 0.024706504130379, 0.016544506560731]",66.823,174.668,63.50800600000002,True,Digital,Frozen Food,Engaged reading,25-30,test,
7,10-02,1727907735,1727907911,3416910738443234,174.81482477499958,Nutrition facts,"[('What object did you read from? (choose the closest)', ['Drinking Can/Bottle'])]",True,39597382609,"[0.95847090452912, 0.94946102099396, 1.043845710288, -0.038074560464732, 0.022255159258558, 0.098805950047493]",79.001,173.355,73.69760900000256,True,Digital,Drinking Can/Bottle,Engaged reading,31-35,test,
7,10-03,1727974166,1727974346,1078212413884137,180.31687964999944,Nutrition facts on a snack. ,"[('What object did you read from? (choose the closest)', ['Snacks'])]",False,13300247858,"[0.91966878749832, 1.0161135719007, 0.96931260795355, 0.12660478670186, 0.060843062586557, 0.17193136774966]",67.301,179.202,57.83285799999976,True,Digital,Snacks,Engaged reading,25-30,test,
7,10-03,1727987954,1727988131,942344721061675,176.80216971199843,The ingredients and nutrition facts of cheese   Note: Replace for PT1 (09/30),"[('What object did you read from? (choose the closest)', ['Frozen Food'])]",True,243443452729,"[0.95174546510987, 0.99708484141116, 1.019984945491, 0.058729299017406, -0.027630549118791, -0.0032351491897714]",67.634,175.741,61.97772900000564,True,Digital,Frozen Food,Engaged reading,31-35,test,
8,09-12,1726161878,1726162183,987778236485389,304.2694751500003,Looked at pictures in a UW magazine ,[],True,5377990664,"[1.007952793858, 0.99679684782564, 1.0394702656256, 0.038258970580015, -0.015117118247539, 0.015837788482623]",57.764,303.074,51.50466400000005,False,,,,31-35,train,
8,09-12,1726174902,1726175147,879414363629907,244.62042268699952,Picture from Gullivers Travels by Dover Thrift Editions,[],True,14227194981,"[0.96889401655227, 1.0316024529709, 1.0048575932488, 0.069051756348443, -0.043188246833159, 0.022841715875922]",60.91,242.606,53.75498100000004,False,,,,31-35,train,
8,09-13,1726246346,1726246665,528735582888873,318.61223569999856,Eating a snack while reading a book distracted with eating ,[],True,20747167192,"[1.03321262866, 1.005338598461, 1.0231863096023, 0.0078517795567498, 0.037471799739692, 0.049282028196911]",86.208,313.612,81.74119200000132,False,,,,46-50,train,
8,09-13,1726264235,1726264532,1042637320730823,296.407903162999,Eating chips and zoning out ,[],True,30960369751,"[1.0013808997412, 1.0022824575333, 1.0214707322409, -0.0048694580074891, 0.036165363115454, -0.042088441110624]",64.531,294.718,59.954750999997486,False,,,,25-30,train,
8,09-16,1726507477,1726507724,869749575120199,245.9693817,Glancing through the book ,[],True,484648084,"[0.99485163102578, 0.98902005864757, 1.0146147372466, 0.0045750452989306, 0.035700629378758, -0.039837129118669]",69.444,244.701,61.09508399999999,False,,,,31-35,train,
8,09-16,1726519754,1726520029,1063190855253750,275.01813500299977,I flipped through pages of a book without reading anything. I touched nearly every page. ,[],True,2500105200,"[0.97324195876424, 1.0072873901895, 0.99907447315856, 0.050675515015914, -0.041238152207534, 0.0034621349226903]",63.302,273.056,56.69619999999986,False,,,,31-35,train,
8,09-16,1726527334,1726527579,1570921586840961,244.79448138800035,Browsing pictures in the starfinder  book ,[],False,9123174488,"[1.0043550178751, 0.98996964898595, 1.0036256533758, -0.13183324186333, 0.15569134725739, -0.011542127243082]",103.398,243.372,93.74448800000027,False,,,,46-50,train,
8,09-17,1726593742,1726594016,543223864829398,273.1486983249997,Was able to observe galactic characters? Images  many different ones,[],False,2670968645,"[1.0032730457745, 0.89893436374536, 0.97027773017157, -0.11853182345244, 0.085689547158263, -0.021766883414469]",83.632,271.369,77.55164500000001,False,,,,46-50,train,
8,09-17,1726616065,1726616358,1512886536262385,292.303018912,Eating a snack and drinking coconut water ,[],True,5976709795,"[0.96645489462632, 0.87755611732827, 0.87585723642087, -0.079597120927785, 0.014879958861911, -0.0017519549934681]",72.069,290.408,67.32479499999954,False,,,,25-30,train,
8,09-18,1726682089,1726682333,1339440250346866,243.714973162,Looking around while avoiding the text,[],False,1584254271,[],66.948,242.793,62.69127099999992,False,,,,25-30,train,
8,09-18,1726694730,1726694975,8130327293763638,243.9649016000003,Images of people and professionals,[],False,5940634763,[],68.44,242.964,63.14876300000015,False,,,,18-24,train,
8,09-18,1726702379,1726702628,496787149798594,248.0276824249995,Thumbing through a book,[],True,13703248716,"[0.97531432011653, 1.0722824987835, 0.96116358289819, -0.041171026552024, 0.045738036096247, 0.023370141956559]",88.025,247.118,77.712716,False,,,,41-45,train,
8,09-19,1726781382,1726781628,446786001732379,245.3808122369992,Reading a paper grocery store ad of deals and coupons on food items ,[],True,23616634722,"[0.96190742230158, 0.96281504619207, 1.09660587407, 0.091293306310595, -0.046664855814106, 0.023774927275752]",74.742,244.146,69.20672199999899,False,,,,25-30,train,
8,09-19,1726787117,1726787369,2804873779681357,251.47556065000023,Observing the fine quality manufacturing of a red book,[],True,6288610411,"[1.0028896757835, 1.0055854635599, 1.0026444952405, -0.029736272495648, 0.0070673214090087, 0.022992381891975]",59.434,250.265,53.19241099999999,False,,,,31-35,train,
8,09-20,1726851882,1726852171,506811838718054,288.3104247000001,Looking at grocery store items ,[],True,2160336262,"[1.0714873488551, 0.9926277280559, 1.0433003862025, 0.024638203569643, 0.018049544467688, -0.024596083400378]",58.52,286.934,53.75726199999963,False,,,,41-45,train,
8,09-20,1726867473,1726867720,1932562783911844,246.3234838999997,Read a flier front and back,[],True,5321159251,"[1.0311320387658, 0.99055462704895, 1.0038297970071, -0.036281189534845, 0.089470888737044, -0.0094162161471225]",64.983,245.946,60.77225100000032,False,,,,31-35,train,
8,09-20,1726872133,1726872389,525065940126690,255.44364898799995,Just a handouts card ,[],True,1815547778,"[0.95500089903562, 0.99293564902566, 0.98449841569428, 0.05321476992679, -0.025008354131089, -0.044625992557082]",51.995,253.763,48.124778000000106,False,,,,18-24,train,
8,09-23,1727111005,1727111298,916515286984631,293.0802732739976,"Scanning through a newspaper, looking at pictures of books",[],True,66348488674,"[0.99615208933773, 1.016920564863, 1.0008445033408, -0.042211362299958, 0.068173678126855, -0.041809305283378]",64.727,291.111,59.89367399999173,False,,,,41-45,train,
8,09-23,1727123010,1727123308,542230768275350,297.2939596879987,Looking at pictures in a magazine,[],True,20134816138,"[0.98494244264505, 0.87855800226484, 1.1494217395593, -0.019866069605062, 0.047018926364391, 0.07556628751795]",71.353,295.71,66.29513799999768,False,,,,36-40,train,
8,09-23,1727133868,1727134126,1224828835384130,257.9040381749983,Holding a newspaper looking at anything but ito,[],True,26925024330,"[0.99310698161056, 1.0004658145943, 1.001641041277, 0.03231022978476, 0.019513060127662, -0.0054900063444755]",71.724,256.693,66.62332999999853,False,,,,25-30,train,
8,09-24,1727197178,1727197479,433013172637150,300.4917254869997,Looking at all the pictures in a magazine.,[],True,9474710202,"[1.0034817201687, 1.0038601363454, 0.97417664578122, -0.049745006380923, 0.061058841330446, 0.094374002008282]",68.786,298.868,63.25220199999967,False,,,,41-45,train,
8,09-24,1727210656,1727210926,507005188613802,269.6132834490004,Looking at pictures of children and animals on a magazine ,[],True,4035881983,"[0.93500903054549, 0.91465936043875, 0.90766759623746, -0.059592893394452, 0.054889460810712, 0.013844098288575]",59.207,268.561,55.46298300000035,False,,,,18-24,train,
8,09-25,1727282934,1727283223,1304665184277045,288.02168827499554,Looking at covers of movie posters or DVDs,[],True,94826846393,"[0.92336362817783, 0.95269484809969, 0.88311008601574, 0.043686954142925, 0.028539664935768, -0.024375480004539]",56.278,286.315,53.41039299999829,False,,,,36-40,train,
8,09-25,1727305165,1727305452,873194301441107,286.51377673800744,Avoided reading from book focusing on images and artwork instead ,[],True,101730913921,"[0.9983363568295, 1.008466609916, 0.99264966434014, -0.01259237672148, 0.065422642392238, 0.029494089160563]",56.22,285.35,51.498921000005794,False,,,,36-40,train,
8,09-26,1727377127,1727377386,874635564610984,258.82864483699086,"If you buy the new prefilled insulin shot, you get a free blood pressure device",[],False,114406320847,"[1.0109306157545, 0.98687109656788, 0.97933001737053, -0.14725680865216, 0.14713234166417, 0.043320161509052]",73.083,257.793,68.89684699999634,False,,,,18-24,val,
8,09-26,1727383728,1727384016,3939551379647159,288.1800642249982,Live music and entertainment section of a newspaper,[],False,21267356312,[],68.609,286.268,62.93031200000041,False,,,,36-40,val,
8,09-26,1727388640,1727388921,3800561913497767,280.0056891869899,Looking at images in a pamphlet ,[],False,120398167782,[],73.39,278.198,67.5797820000007,False,,,,41-45,val,
8,09-27,1727459094,1727459338,505525682371994,243.38550355000189,I looked at the space around text. Not sure what's going on.,[],True,36407080966,"[1.0181581528394, 0.98390258389535, 0.98638164600957, 0.010776896696831, 0.035713745113612, -0.034065264233441]",68.937,242.408,63.45896599999833,False,,,,36-40,val,
8,09-27,1727468915,1727469196,921780606668628,280.0884638750031,Look at pictures in newspaper ,[],True,23410844346,"[0.99870601531657, 1.0113696046431, 0.99821822247296, 0.0050238916451507, 0.061318102415049, 0.056814016293]",83.387,277.784,80.34334600000147,False,,,,36-40,val,
8,09-27,1727476497,1727476792,1550475832418706,294.889863599994,Flipping pages looking for pictures on magazine ,[],True,143041619951,"[0.99768799181814, 0.98171595590703, 1.0018864690506, -0.044621551205729, 0.062728160172517, -0.0012479786808301]",74.599,293.531,68.17695100000128,False,,,,36-40,val,
8,09-30,1727717766,1727718071,1221411932306770,303.63022406300297,Picture adds on a Stock newspaper,[],False,58244002187,"[1.0269743402883, 1.0608957690326, 0.92843134876849, -0.021740254265385, 0.1294919267423, 0.045710010898764]",76.282,298.63,69.52418699999544,False,,,,46-50,val,
8,09-30,1727726756,1727727046,1711439923022804,290.2438404000002,Looking at images of the sunset and of food on brochure. ,[],True,2030020632,"[0.99950500060825, 0.99764485765715, 0.99040608346253, -0.0029940610327864, 0.038481664162213, 0.035800790975378]",69.377,288.821,60.50963200000001,False,,,,25-30,val,
8,09-30,1727734132,1727734427,505135262478856,294.66181917500217,Flipping through pages of book. ,[],True,171733581871,"[1.0033804472709, 0.98837544962516, 1.0205696194527, 0.027922351826838, 0.036358493930765, -0.058990102658343]",56.285,293.386,52.178871000010986,False,,,,31-35,test,
8,10-01,1727805488,1727805734,861114956160346,246.2440071249985,Looked at lots of food pictures in a magazine,[],False,19489959953,"[0.99845577623499, 1.0113137200589, 0.97998574507017, -0.022151430785294, 0.077811162641011, 0.10028481139077]",59.248,245.044,52.49695300000167,False,,,,36-40,test,
8,10-01,1727815742,1727816018,1227258655281371,275.95187266300127,Looking at photos but after awhile you're staring at the same thing so it's hard to focus. I saw sports players in action and a coach. ,[],True,24161785238,"[1.0102255224607, 1.0018308810251, 0.99560847031345, 0.034393267569845, 0.033925097035332, 0.024753532363481]",72.353,274.729,66.38923799999975,False,,,,25-30,test,
8,10-01,1727822138,1727822382,442930088383395,244.1531407500001,Non focused brochure reading,[],True,3083877633,"[1.0069843691772, 0.99426037416807, 0.99188467305504, -0.047975055036631, 0.039567564581408, -0.019022317805376]",73.039,243.025,66.3426330000002,False,,,,36-40,test,
8,10-02,1727891634,1727891879,1078840057577521,244.698407337999,Watching just beyond the reading material.,[],False,14094848128,[],72.751,243.333,64.42412799999875,False,,,,31-35,test,
8,10-02,1727897806,1727898049,1129715862097101,242.5677367999997,About a magazine with food ,[],True,18951421545,"[0.97662606375628, 0.98691605108222, 0.99676948843815, 0.038223659647573, 0.014594413400039, 0.014279762406969]",68.831,241.546,59.00754500000039,False,,,,25-30,test,
8,10-02,1727909395,1727909656,1250607706110315,260.8263651749876,Looking at the white areas of the newspaper and around the edges,[],True,208168652109,"[1.0331674041765, 0.99666804563858, 1.0049322076919, -0.029553134471883, 0.05341541811735, 0.065857180081146]",80.338,259.624,70.23610899999039,False,,,,31-35,test,
8,10-03,1727974410,1727974712,1277527646769604,301.3467376869994,Looked at pictures of different kinds of gloves- ranging from food service to mechanical work. ,[],False,13493880837,"[0.99188038892599, 0.99914231892418, 0.86395214041246, 0.056955969483449, 0.053470610148764, 0.10140855152585]",58.71,300.203,52.47983700000077,False,,,,25-30,test,
8,10-03,1727988210,1727988509,1199784357766085,298.3045722999959,Different images in a newspaper   Note: Replace for PT1 (09/30),[],True,243652162774,"[0.99033671321787, 0.99741642935124, 1.0134549649224, 0.076007277499502, -0.042404359601992, 0.011150465657989]",86.442,297.268,78.75077399998554,False,,,,31-35,test,
9,09-12,1726162248,1726162493,1055120796023265,244.7176993370004,Looked at pictures of seattle,"[('What type of device did you use?', ['Laptop']), ('What type of digital media did you use?', ['Social Media'])]",True,5701329196,"[0.99616042072876, 0.96722948005239, 0.92848812065949, 0.03647933973818, -0.015225452842025, 0.0048302338602984]",61.884,242.496,57.93219599999975,False,,,,31-35,train,
